transaction_id,customer_id,merchant_id,amount,payment_method,timestamp,status,failure_reason,attempt_number,previous_successes,previous_failures,recovery_eligible
TXN001179,CUST0598,MERCHANT002,7137.79,UPI,2026-08-22 14:07:41.848634,SUCCESS,,1,7,3,False
TXN001180,CUST1822,MERCHANT009,45195.02,CARD,2026-08-19 21:49:16.848634,SUCCESS,,1,0,4,False
TXN001181,CUST1081,MERCHANT005,30451.31,UPI,2026-08-19 20:12:39.848634,SUCCESS,,1,18,4,False
TXN001182,CUST0839,MERCHANT005,48265.6,NETBANKING,2026-08-20 09:37:18.848634,SUCCESS,,1,5,0,False
TXN001183,CUST1288,MERCHANT009,7626.98,WALLET,2026-08-24 07:39:51.848634,SUCCESS,,1,19,4,False
TXN001184,CUST0079,MERCHANT007,7371.95,WALLET,2026-08-24 03:20:28.848634,SUCCESS,,1,7,5,False
TXN001185,CUST0684,MERCHANT005,4484.71,CARD,2026-08-21 22:41:50.848634,SUCCESS,,1,12,3,False
TXN001186,CUST1130,MERCHANT009,15262.64,CARD,2026-08-22 02:46:16.848634,FAILED,Technical Error,1,4,2,True
TXN001187,CUST1983,MERCHANT005,46618.19,CARD,2026-08-25 01:24:58.848634,SUCCESS,,1,2,4,False
TXN001188,CUST1931,MERCHANT006,7342.45,NETBANKING,2026-08-20 13:17:18.848634,SUCCESS,,1,2,1,False
TXN001189,CUST1676,MERCHANT003,27948.51,WALLET,2026-08-21 00:16:14.848634,SUCCESS,,1,6,5,False
TXN001190,CUST0651,MERCHANT004,2514.72,CARD,2026-08-22 13:30:53.848634,SUCCESS,,1,17,0,False
TXN001191,CUST1927,MERCHANT006,32004.43,CARD,2026-08-21 20:27:29.848634,SUCCESS,,1,7,4,False
TXN001192,CUST0138,MERCHANT009,40436.16,WALLET,2026-08-21 07:14:18.848634,SUCCESS,,1,1,0,False
TXN001193,CUST1074,MERCHANT006,48860.84,WALLET,2026-08-23 23:39:30.848634,SUCCESS,,1,5,0,False
TXN001194,CUST1848,MERCHANT005,34981.6,CARD,2026-08-19 08:56:00.848634,SUCCESS,,1,2,1,False
TXN001195,CUST1981,MERCHANT002,48667.36,CARD,2026-08-21 22:38:12.848634,SUCCESS,,1,5,4,False
TXN001196,CUST1865,MERCHANT007,12310.91,CARD,2026-08-20 04:17:00.848634,SUCCESS,,1,14,4,False
TXN001197,CUST1206,MERCHANT005,20770.21,NETBANKING,2026-08-19 03:55:30.848634,SUCCESS,,1,3,2,False
TXN001198,CUST1804,MERCHANT003,4739.69,UPI,2026-08-24 16:11:52.848634,SUCCESS,,1,0,5,False
TXN001199,CUST1179,MERCHANT010,1404.7,NETBANKING,2026-08-20 16:31:05.848634,SUCCESS,,1,16,1,False
TXN001200,CUST1097,MERCHANT004,29004.0,NETBANKING,2026-08-22 07:07:07.848634,SUCCESS,,1,16,0,False
TXN001201,CUST1276,MERCHANT005,19261.72,WALLET,2026-08-22 09:31:06.848634,SUCCESS,,1,20,2,False
TXN001202,CUST0871,MERCHANT003,48038.25,UPI,2026-08-20 18:06:57.848634,SUCCESS,,1,7,0,False
TXN001203,CUST0827,MERCHANT007,40515.46,UPI,2026-08-19 03:39:19.848634,SUCCESS,,1,9,0,False
TXN001204,CUST0079,MERCHANT005,17972.75,WALLET,2026-08-18 03:11:45.848634,SUCCESS,,1,18,0,False
TXN001205,CUST0366,MERCHANT005,1897.42,NETBANKING,2026-08-20 04:16:42.848634,SUCCESS,,1,5,0,False
TXN001206,CUST0910,MERCHANT002,33688.52,CARD,2026-08-21 15:32:06.848634,SUCCESS,,1,20,5,False
TXN001207,CUST1726,MERCHANT004,46722.5,WALLET,2026-08-18 13:39:34.848634,SUCCESS,,1,2,3,False
TXN001208,CUST1946,MERCHANT009,29467.04,WALLET,2026-08-21 02:44:56.848634,SUCCESS,,1,2,2,False
TXN001209,CUST1909,MERCHANT010,3200.92,NETBANKING,2026-08-24 13:16:45.848634,SUCCESS,,1,10,3,False
TXN001210,CUST0526,MERCHANT009,12250.07,WALLET,2026-08-23 05:59:36.848634,SUCCESS,,1,20,5,False
TXN001211,CUST0346,MERCHANT010,34604.81,UPI,2026-08-23 15:17:24.848634,SUCCESS,,1,16,4,False
TXN001212,CUST0022,MERCHANT004,16675.05,NETBANKING,2026-08-24 12:54:09.848634,SUCCESS,,1,8,4,False
TXN001213,CUST0601,MERCHANT004,5990.54,UPI,2026-08-18 12:20:54.848634,SUCCESS,,1,17,2,False
TXN001214,CUST1974,MERCHANT001,11108.75,WALLET,2026-08-20 18:05:46.848634,SUCCESS,,1,0,3,False
TXN001215,CUST1136,MERCHANT003,40517.34,NETBANKING,2026-08-22 14:53:32.848634,SUCCESS,,1,11,0,False
TXN001216,CUST0414,MERCHANT009,33353.06,NETBANKING,2026-08-25 01:01:10.848634,SUCCESS,,1,5,1,False
TXN001217,CUST0906,MERCHANT003,32736.28,CARD,2026-08-18 11:37:27.848634,SUCCESS,,1,9,4,False
TXN001218,CUST0214,MERCHANT003,33326.82,NETBANKING,2026-08-21 17:36:49.848634,SUCCESS,,1,1,2,False
TXN001219,CUST0449,MERCHANT005,14546.94,NETBANKING,2026-08-19 20:43:43.848634,SUCCESS,,1,13,5,False
TXN001220,CUST1121,MERCHANT005,21773.04,NETBANKING,2026-08-22 03:59:15.848634,SUCCESS,,1,19,1,False
TXN001221,CUST0883,MERCHANT009,33838.62,CARD,2026-08-22 21:45:56.848634,SUCCESS,,1,10,1,False
TXN001222,CUST0611,MERCHANT001,49188.06,CARD,2026-08-22 04:51:07.848634,SUCCESS,,1,1,0,False
TXN001223,CUST0008,MERCHANT006,32211.34,NETBANKING,2026-08-25 02:13:07.848634,SUCCESS,,1,19,2,False
TXN001224,CUST0354,MERCHANT010,43973.36,NETBANKING,2026-08-23 08:42:20.848634,SUCCESS,,1,17,5,False
TXN001225,CUST0521,MERCHANT010,20863.29,WALLET,2026-08-22 21:42:47.848634,SUCCESS,,1,15,3,False
TXN001226,CUST0726,MERCHANT010,43233.33,WALLET,2026-08-18 20:56:15.848634,SUCCESS,,1,0,1,False
TXN001227,CUST1931,MERCHANT004,37634.04,WALLET,2026-08-21 23:14:35.848634,SUCCESS,,1,13,4,False
TXN001228,CUST1231,MERCHANT003,34015.06,UPI,2026-08-21 07:44:45.848634,SUCCESS,,1,9,5,False
TXN001229,CUST1094,MERCHANT002,31738.76,NETBANKING,2026-08-20 22:30:50.848634,SUCCESS,,1,20,4,False
TXN001230,CUST1840,MERCHANT005,1901.18,WALLET,2026-08-24 07:26:13.848634,SUCCESS,,1,7,5,False
TXN001231,CUST0355,MERCHANT003,28403.02,UPI,2026-08-23 09:36:37.848634,SUCCESS,,1,9,3,False
TXN001232,CUST1360,MERCHANT003,6169.41,NETBANKING,2026-08-19 11:09:30.848634,SUCCESS,,1,16,1,False
TXN001233,CUST1492,MERCHANT008,12926.05,WALLET,2026-08-19 02:17:49.848634,SUCCESS,,1,2,0,False
TXN001234,CUST0013,MERCHANT003,46762.42,WALLET,2026-08-20 22:49:11.848634,SUCCESS,,1,18,4,False
TXN001235,CUST1705,MERCHANT001,14388.78,UPI,2026-08-20 01:38:11.848634,SUCCESS,,1,4,2,False
TXN001236,CUST0339,MERCHANT006,3625.74,UPI,2026-08-22 18:33:02.848634,SUCCESS,,1,12,1,False
TXN001237,CUST1140,MERCHANT006,34318.76,WALLET,2026-08-22 21:48:38.848634,SUCCESS,,1,20,3,False
TXN001238,CUST1178,MERCHANT005,27073.12,CARD,2026-08-24 10:08:50.848634,SUCCESS,,1,9,3,False
TXN001239,CUST0732,MERCHANT008,19296.88,CARD,2026-08-24 06:19:00.848634,SUCCESS,,1,9,3,False
TXN001240,CUST0687,MERCHANT004,44288.16,CARD,2026-08-20 22:53:19.848634,SUCCESS,,1,6,2,False
TXN001241,CUST1808,MERCHANT005,23853.06,NETBANKING,2026-08-23 18:27:19.848634,SUCCESS,,1,20,3,False
TXN001242,CUST0050,MERCHANT008,14647.68,CARD,2026-08-20 20:43:47.848634,SUCCESS,,1,5,0,False
TXN001243,CUST1259,MERCHANT008,46918.08,WALLET,2026-08-23 16:06:11.848634,SUCCESS,,1,5,1,False
TXN001244,CUST0296,MERCHANT002,10676.01,NETBANKING,2026-08-19 07:03:35.848634,SUCCESS,,1,0,3,False
TXN001245,CUST1388,MERCHANT001,33588.4,CARD,2026-08-24 09:18:02.848634,SUCCESS,,1,5,0,False
TXN001246,CUST1783,MERCHANT005,49208.27,WALLET,2026-08-21 23:43:07.848634,SUCCESS,,1,19,5,False
TXN001247,CUST0012,MERCHANT007,37690.46,WALLET,2026-08-24 18:06:51.848634,SUCCESS,,1,10,0,False
TXN001248,CUST0157,MERCHANT004,22345.37,NETBANKING,2026-08-21 21:03:40.848634,SUCCESS,,1,2,0,False
TXN001249,CUST0122,MERCHANT004,34371.63,NETBANKING,2026-08-22 14:52:26.848634,SUCCESS,,1,1,0,False
TXN001250,CUST0663,MERCHANT002,47438.03,WALLET,2026-08-20 06:37:18.848634,SUCCESS,,1,1,4,False
TXN001251,CUST1080,MERCHANT010,31031.76,CARD,2026-08-18 22:09:06.848634,SUCCESS,,1,16,4,False
TXN001252,CUST0180,MERCHANT006,37358.35,NETBANKING,2026-08-21 17:24:48.848634,SUCCESS,,1,4,5,False
TXN001253,CUST1876,MERCHANT010,35926.18,WALLET,2026-08-18 05:54:07.848634,SUCCESS,,1,10,3,False
TXN001254,CUST1604,MERCHANT006,14115.16,NETBANKING,2026-08-18 10:07:07.848634,SUCCESS,,1,14,4,False
TXN001255,CUST1689,MERCHANT006,49246.06,CARD,2026-08-22 14:13:57.848634,SUCCESS,,1,2,5,False
TXN001256,CUST0507,MERCHANT001,1197.32,NETBANKING,2026-08-23 01:03:46.848634,SUCCESS,,1,2,1,False
TXN001257,CUST1274,MERCHANT003,39099.27,UPI,2026-08-20 18:15:45.848634,SUCCESS,,1,17,1,False
TXN001258,CUST0757,MERCHANT002,40338.47,WALLET,2026-08-18 06:02:49.848634,SUCCESS,,1,5,0,False
TXN001259,CUST0199,MERCHANT002,44589.78,CARD,2026-08-25 00:36:53.848634,FAILED,Technical Error,1,17,5,True
TXN001260,CUST1566,MERCHANT004,14282.85,CARD,2026-08-23 05:47:27.848634,SUCCESS,,1,9,2,False
TXN001261,CUST1499,MERCHANT002,47223.8,WALLET,2026-08-20 19:36:51.848634,SUCCESS,,1,13,4,False
TXN001262,CUST1415,MERCHANT008,28307.2,NETBANKING,2026-08-21 13:33:17.848634,SUCCESS,,1,6,5,False
TXN001263,CUST0012,MERCHANT001,33453.79,NETBANKING,2026-08-19 06:32:52.848634,SUCCESS,,1,2,4,False
TXN001264,CUST1797,MERCHANT003,47576.78,CARD,2026-08-22 04:33:40.848634,SUCCESS,,1,7,3,False
TXN001265,CUST1140,MERCHANT009,8363.35,NETBANKING,2026-08-18 14:14:10.848634,SUCCESS,,1,14,5,False
TXN001266,CUST0968,MERCHANT004,19194.01,WALLET,2026-08-22 07:09:15.848634,SUCCESS,,1,0,5,False
TXN001267,CUST0539,MERCHANT006,11024.15,WALLET,2026-08-21 23:40:51.848634,SUCCESS,,1,4,4,False
TXN001268,CUST1206,MERCHANT005,23107.63,NETBANKING,2026-08-20 12:09:12.848634,SUCCESS,,1,17,5,False
TXN001269,CUST0081,MERCHANT004,8693.38,CARD,2026-08-21 18:22:06.848634,SUCCESS,,1,15,5,False
TXN001270,CUST0988,MERCHANT009,33733.07,NETBANKING,2026-08-23 01:59:25.848634,SUCCESS,,1,0,5,False
TXN001271,CUST1379,MERCHANT004,29886.63,NETBANKING,2026-08-24 07:14:40.848634,SUCCESS,,1,3,0,False
TXN001272,CUST1615,MERCHANT009,15463.26,NETBANKING,2026-08-19 15:21:29.848634,SUCCESS,,1,7,3,False
TXN001273,CUST0072,MERCHANT004,14938.09,WALLET,2026-08-20 10:39:13.848634,SUCCESS,,1,6,4,False
TXN001274,CUST0346,MERCHANT007,17456.87,NETBANKING,2026-08-24 01:27:30.848634,SUCCESS,,1,12,5,False
TXN001275,CUST1600,MERCHANT009,24877.23,CARD,2026-08-20 21:32:11.848634,SUCCESS,,1,19,3,False
TXN001276,CUST0893,MERCHANT010,33907.81,UPI,2026-08-18 12:04:50.848634,SUCCESS,,1,8,2,False
TXN001277,CUST0880,MERCHANT007,442.52,WALLET,2026-08-22 01:30:22.848634,SUCCESS,,1,1,2,False
TXN001278,CUST0819,MERCHANT002,44960.16,WALLET,2026-08-20 20:52:28.848634,SUCCESS,,1,19,3,False
TXN001279,CUST0470,MERCHANT006,26402.96,UPI,2026-08-21 16:07:20.848634,SUCCESS,,1,20,1,False
TXN001280,CUST0022,MERCHANT006,38315.32,UPI,2026-08-22 02:18:32.848634,SUCCESS,,1,7,4,False
TXN001281,CUST0598,MERCHANT005,3929.39,WALLET,2026-08-24 15:49:27.848634,SUCCESS,,1,14,1,False
TXN001282,CUST0371,MERCHANT004,750.96,NETBANKING,2026-08-22 03:47:40.848634,SUCCESS,,1,9,3,False
TXN001283,CUST0306,MERCHANT007,38354.72,CARD,2026-08-20 10:52:18.848634,SUCCESS,,1,18,2,False
TXN001284,CUST1500,MERCHANT010,28955.38,WALLET,2026-08-21 00:53:25.848634,SUCCESS,,1,6,0,False
TXN001285,CUST1260,MERCHANT003,48344.04,UPI,2026-08-21 08:49:42.848634,SUCCESS,,1,1,3,False
TXN001286,CUST0722,MERCHANT010,10922.23,UPI,2026-08-24 11:49:56.848634,SUCCESS,,1,2,2,False
TXN001287,CUST0296,MERCHANT006,9727.07,WALLET,2026-08-23 05:33:28.848634,SUCCESS,,1,7,4,False
TXN001288,CUST0478,MERCHANT010,9736.19,NETBANKING,2026-08-21 01:43:56.848634,SUCCESS,,1,7,2,False
TXN001289,CUST0419,MERCHANT001,5639.79,CARD,2026-08-20 12:22:59.848634,SUCCESS,,1,13,2,False
TXN001290,CUST1125,MERCHANT002,4618.84,NETBANKING,2026-08-19 18:27:25.848634,SUCCESS,,1,0,5,False
TXN001291,CUST1459,MERCHANT004,19480.58,NETBANKING,2026-08-19 14:59:43.848634,SUCCESS,,1,3,1,False
TXN001292,CUST1656,MERCHANT003,40493.06,WALLET,2026-08-19 08:59:10.848634,SUCCESS,,1,13,1,False
TXN001293,CUST1582,MERCHANT002,27323.13,NETBANKING,2026-08-23 18:35:09.848634,SUCCESS,,1,14,3,False
TXN001294,CUST0683,MERCHANT006,20309.64,UPI,2026-08-19 01:10:28.848634,SUCCESS,,1,7,2,False
TXN001295,CUST0640,MERCHANT006,3299.83,CARD,2026-08-18 15:05:13.848634,SUCCESS,,1,1,4,False
TXN001296,CUST1540,MERCHANT002,21650.4,NETBANKING,2026-08-20 16:01:28.848634,FAILED,Bank Declined,2,10,4,True
TXN001297,CUST1257,MERCHANT005,8464.92,UPI,2026-08-21 02:17:27.848634,SUCCESS,,1,6,0,False
TXN001298,CUST0735,MERCHANT004,30502.15,CARD,2026-08-24 01:19:43.848634,SUCCESS,,1,1,3,False
TXN001299,CUST0324,MERCHANT010,11455.94,WALLET,2026-08-19 07:41:57.848634,SUCCESS,,1,14,0,False
TXN001300,CUST0554,MERCHANT004,34383.45,NETBANKING,2026-08-22 17:05:56.848634,SUCCESS,,1,20,0,False
TXN001301,CUST0729,MERCHANT001,44685.61,CARD,2026-08-23 18:18:34.848634,SUCCESS,,1,4,1,False
TXN001302,CUST0512,MERCHANT007,3772.53,WALLET,2026-08-24 06:58:19.848634,SUCCESS,,1,9,1,False
TXN001303,CUST1571,MERCHANT004,34315.9,NETBANKING,2026-08-24 02:23:19.848634,SUCCESS,,1,0,5,False
TXN001304,CUST1423,MERCHANT009,26438.92,NETBANKING,2026-08-24 18:35:47.848634,SUCCESS,,1,19,2,False
TXN001305,CUST0351,MERCHANT009,314.76,WALLET,2026-08-20 14:23:43.848634,SUCCESS,,1,10,4,False
TXN001306,CUST1587,MERCHANT007,37525.75,NETBANKING,2026-08-24 12:33:28.848634,SUCCESS,,1,8,5,False
TXN001307,CUST0206,MERCHANT003,11950.52,UPI,2026-08-18 17:26:22.848634,SUCCESS,,1,4,2,False
TXN001308,CUST1161,MERCHANT010,43841.92,NETBANKING,2026-08-23 06:17:11.848634,SUCCESS,,1,8,3,False
TXN001309,CUST1341,MERCHANT002,8533.9,WALLET,2026-08-19 12:10:10.848634,SUCCESS,,1,19,1,False
TXN001310,CUST0896,MERCHANT005,27710.95,NETBANKING,2026-08-19 16:23:01.848634,SUCCESS,,1,7,2,False
TXN001311,CUST1418,MERCHANT003,43066.14,CARD,2026-08-23 03:01:49.848634,SUCCESS,,1,16,4,False
TXN001312,CUST1992,MERCHANT006,18349.84,WALLET,2026-08-21 07:12:52.848634,SUCCESS,,1,1,3,False
TXN001313,CUST0418,MERCHANT010,7623.49,UPI,2026-08-23 02:12:50.848634,SUCCESS,,1,0,4,False
TXN001314,CUST1389,MERCHANT003,49731.15,UPI,2026-08-22 05:31:17.848634,SUCCESS,,1,15,3,False
TXN001315,CUST0554,MERCHANT001,18414.54,UPI,2026-08-18 08:05:29.848634,SUCCESS,,1,9,5,False
TXN001316,CUST0209,MERCHANT005,33324.74,CARD,2026-08-18 13:47:29.848634,SUCCESS,,1,6,1,False
TXN001317,CUST0740,MERCHANT008,24033.86,UPI,2026-08-23 18:45:44.848634,SUCCESS,,1,15,3,False
TXN001318,CUST1996,MERCHANT006,45643.43,UPI,2026-08-23 08:33:29.848634,SUCCESS,,1,16,0,False
TXN001319,CUST0076,MERCHANT004,11986.01,UPI,2026-08-18 05:49:59.848634,FAILED,Network Error,3,18,5,False
TXN001320,CUST0754,MERCHANT009,25655.98,NETBANKING,2026-08-20 10:07:37.848634,SUCCESS,,1,5,0,False
TXN001321,CUST0600,MERCHANT008,24188.51,CARD,2026-08-24 23:28:53.848634,SUCCESS,,1,6,2,False
TXN001322,CUST1408,MERCHANT007,21601.04,CARD,2026-08-23 07:38:13.848634,SUCCESS,,1,9,1,False
TXN001323,CUST0278,MERCHANT008,48101.77,UPI,2026-08-21 08:55:13.848634,SUCCESS,,1,3,5,False
TXN001324,CUST1112,MERCHANT006,15893.06,UPI,2026-08-21 08:49:29.848634,SUCCESS,,1,2,5,False
TXN001325,CUST1465,MERCHANT006,36773.63,CARD,2026-08-20 08:17:38.848634,SUCCESS,,1,1,2,False
TXN001326,CUST1877,MERCHANT008,6751.75,CARD,2026-08-19 06:32:06.848634,SUCCESS,,1,7,3,False
TXN001327,CUST0624,MERCHANT004,41899.76,CARD,2026-08-20 17:27:31.848634,SUCCESS,,1,8,5,False
TXN001328,CUST0951,MERCHANT008,3885.03,NETBANKING,2026-08-21 01:31:58.848634,SUCCESS,,1,20,2,False
TXN001329,CUST1811,MERCHANT003,7677.87,UPI,2026-08-22 15:15:56.848634,SUCCESS,,1,1,4,False
TXN001330,CUST0574,MERCHANT003,9704.5,UPI,2026-08-22 03:13:35.848634,SUCCESS,,1,3,5,False
TXN001331,CUST0946,MERCHANT001,5351.6,UPI,2026-08-24 07:16:24.848634,SUCCESS,,1,3,4,False
TXN001332,CUST0940,MERCHANT006,23111.84,NETBANKING,2026-08-24 07:45:51.848634,SUCCESS,,1,13,0,False
TXN001333,CUST0547,MERCHANT008,370.68,WALLET,2026-08-18 14:11:55.848634,SUCCESS,,1,17,5,False
TXN001334,CUST0363,MERCHANT001,17291.97,WALLET,2026-08-24 02:29:18.848634,SUCCESS,,1,10,0,False
TXN001335,CUST1435,MERCHANT009,19176.92,UPI,2026-08-21 20:58:30.848634,FAILED,Insufficient Funds,2,8,1,True
TXN001336,CUST0722,MERCHANT003,24101.66,NETBANKING,2026-08-23 10:44:25.848634,FAILED,Insufficient Funds,1,19,3,True
TXN001337,CUST0796,MERCHANT003,41202.86,WALLET,2026-08-18 06:20:22.848634,SUCCESS,,1,17,0,False
TXN001338,CUST1939,MERCHANT009,13679.46,WALLET,2026-08-24 22:20:05.848634,SUCCESS,,1,16,0,False
TXN001339,CUST0061,MERCHANT003,26651.81,UPI,2026-08-18 18:13:17.848634,SUCCESS,,1,14,3,False
TXN001340,CUST1521,MERCHANT004,24062.61,CARD,2026-08-20 15:08:21.848634,SUCCESS,,1,11,4,False
TXN001341,CUST1525,MERCHANT009,968.53,CARD,2026-08-21 12:28:16.848634,SUCCESS,,1,6,1,False
TXN001342,CUST0103,MERCHANT005,24228.07,CARD,2026-08-22 10:52:26.848634,SUCCESS,,1,17,3,False
TXN001343,CUST1062,MERCHANT001,23163.59,WALLET,2026-08-20 22:01:13.848634,SUCCESS,,1,1,1,False
TXN001344,CUST1826,MERCHANT005,3265.47,UPI,2026-08-21 22:28:04.848634,SUCCESS,,1,14,4,False
TXN001345,CUST1171,MERCHANT005,41897.03,UPI,2026-08-20 23:18:21.848634,SUCCESS,,1,3,5,False
TXN001346,CUST1857,MERCHANT003,30073.02,CARD,2026-08-19 23:15:01.848634,SUCCESS,,1,2,2,False
TXN001347,CUST1368,MERCHANT010,15801.13,UPI,2026-08-18 11:24:56.848634,SUCCESS,,1,9,1,False
TXN001348,CUST1110,MERCHANT007,23326.5,WALLET,2026-08-20 00:43:45.848634,SUCCESS,,1,13,4,False
TXN001349,CUST1084,MERCHANT009,4712.85,WALLET,2026-08-24 15:09:32.848634,SUCCESS,,1,0,3,False
TXN001350,CUST1209,MERCHANT004,47542.15,CARD,2026-08-24 15:53:46.848634,SUCCESS,,1,5,4,False
TXN001351,CUST0175,MERCHANT001,12571.81,WALLET,2026-08-23 16:19:10.848634,SUCCESS,,1,10,5,False
TXN001352,CUST0524,MERCHANT010,34360.05,WALLET,2026-08-22 04:13:25.848634,SUCCESS,,1,20,4,False
TXN001353,CUST1588,MERCHANT005,17890.89,NETBANKING,2026-08-22 00:20:52.848634,SUCCESS,,1,5,1,False
TXN001354,CUST1613,MERCHANT002,10461.3,NETBANKING,2026-08-20 17:37:43.848634,SUCCESS,,1,4,2,False
TXN001355,CUST0049,MERCHANT007,7623.27,WALLET,2026-08-24 04:40:08.848634,SUCCESS,,1,20,1,False
TXN001356,CUST0164,MERCHANT002,9455.55,WALLET,2026-08-23 12:31:12.848634,SUCCESS,,1,20,3,False
TXN001357,CUST0254,MERCHANT010,4155.16,CARD,2026-08-23 15:36:33.848634,SUCCESS,,1,15,1,False
TXN001358,CUST1996,MERCHANT008,5930.83,WALLET,2026-08-18 07:29:33.848634,SUCCESS,,1,18,2,False
TXN001359,CUST1278,MERCHANT008,13534.95,WALLET,2026-08-23 00:28:41.848634,SUCCESS,,1,15,2,False
TXN001360,CUST1296,MERCHANT002,28846.12,CARD,2026-08-23 05:28:02.848634,SUCCESS,,1,14,3,False
TXN001361,CUST1300,MERCHANT008,6756.68,UPI,2026-08-21 23:21:11.848634,SUCCESS,,1,19,1,False
TXN001362,CUST0041,MERCHANT009,38353.65,CARD,2026-08-21 16:55:38.848634,SUCCESS,,1,16,2,False
TXN001363,CUST0678,MERCHANT004,48983.84,NETBANKING,2026-08-22 03:09:35.848634,SUCCESS,,1,20,4,False
TXN001364,CUST0843,MERCHANT004,24852.3,CARD,2026-08-24 21:16:41.848634,SUCCESS,,1,5,4,False
TXN001365,CUST0662,MERCHANT002,27824.3,UPI,2026-08-22 07:31:14.848634,SUCCESS,,1,18,3,False
TXN001366,CUST1429,MERCHANT001,19117.5,WALLET,2026-08-22 15:43:52.848634,SUCCESS,,1,5,4,False
TXN001367,CUST1337,MERCHANT010,2365.83,CARD,2026-08-19 10:47:15.848634,SUCCESS,,1,1,5,False
TXN001368,CUST0605,MERCHANT005,45484.31,UPI,2026-08-19 08:00:28.848634,SUCCESS,,1,17,4,False
TXN001369,CUST0666,MERCHANT008,40253.35,UPI,2026-08-20 17:25:14.848634,SUCCESS,,1,15,4,False
TXN001370,CUST1992,MERCHANT010,49483.34,UPI,2026-08-22 08:16:23.848634,SUCCESS,,1,15,2,False
TXN001371,CUST0278,MERCHANT002,3731.42,NETBANKING,2026-08-22 12:27:23.848634,SUCCESS,,1,4,2,False
TXN001372,CUST0603,MERCHANT005,48573.45,UPI,2026-08-20 06:34:57.848634,SUCCESS,,1,2,1,False
TXN001373,CUST0471,MERCHANT005,11027.36,WALLET,2026-08-18 12:33:39.848634,SUCCESS,,1,17,5,False
TXN001374,CUST1588,MERCHANT006,41043.72,UPI,2026-08-24 09:48:59.848634,SUCCESS,,1,12,3,False
TXN001375,CUST0968,MERCHANT008,3810.11,NETBANKING,2026-08-23 15:24:09.848634,SUCCESS,,1,1,5,False
TXN001376,CUST0104,MERCHANT010,49788.57,CARD,2026-08-22 16:50:01.848634,SUCCESS,,1,14,3,False
TXN001377,CUST0307,MERCHANT005,2565.59,CARD,2026-08-20 17:03:13.848634,SUCCESS,,1,2,3,False
TXN001378,CUST1383,MERCHANT001,14728.86,CARD,2026-08-22 21:23:37.848634,SUCCESS,,1,2,2,False
TXN001379,CUST1531,MERCHANT004,22923.27,CARD,2026-08-19 06:31:01.848634,SUCCESS,,1,11,2,False
TXN001380,CUST1181,MERCHANT008,12889.12,WALLET,2026-08-22 02:59:17.848634,SUCCESS,,1,0,1,False
TXN001381,CUST0823,MERCHANT002,38617.46,NETBANKING,2026-08-19 07:50:42.848634,SUCCESS,,1,10,1,False
TXN001382,CUST0176,MERCHANT010,13435.11,CARD,2026-08-22 13:04:22.848634,SUCCESS,,1,6,2,False
TXN001383,CUST1657,MERCHANT009,12003.69,CARD,2026-08-20 12:31:55.848634,SUCCESS,,1,19,1,False
TXN001384,CUST0236,MERCHANT008,3092.36,NETBANKING,2026-08-18 23:26:52.848634,SUCCESS,,1,16,3,False
TXN001385,CUST1415,MERCHANT006,44656.39,NETBANKING,2026-08-19 21:40:09.848634,SUCCESS,,1,11,4,False
TXN001386,CUST0349,MERCHANT009,3065.02,UPI,2026-08-24 15:35:14.848634,SUCCESS,,1,5,4,False
TXN001387,CUST1644,MERCHANT001,22850.78,CARD,2026-08-19 19:47:59.848634,SUCCESS,,1,8,0,False
TXN001388,CUST1196,MERCHANT003,37874.36,NETBANKING,2026-08-18 02:37:40.848634,SUCCESS,,1,20,0,False
TXN001389,CUST1021,MERCHANT006,49895.42,NETBANKING,2026-08-23 18:59:14.848634,SUCCESS,,1,20,2,False
TXN001390,CUST1868,MERCHANT006,37900.44,NETBANKING,2026-08-19 09:52:02.848634,SUCCESS,,1,3,5,False
TXN001391,CUST1368,MERCHANT008,47687.57,WALLET,2026-08-18 06:54:32.848634,SUCCESS,,1,8,2,False
TXN001392,CUST1524,MERCHANT003,5807.15,CARD,2026-08-21 09:41:01.848634,SUCCESS,,1,12,2,False
TXN001393,CUST0467,MERCHANT006,36029.85,UPI,2026-08-23 01:36:34.848634,SUCCESS,,1,16,1,False
TXN001394,CUST1590,MERCHANT010,18039.22,NETBANKING,2026-08-21 07:45:26.848634,SUCCESS,,1,7,1,False
TXN001395,CUST1312,MERCHANT009,47062.96,NETBANKING,2026-08-21 13:49:56.848634,SUCCESS,,1,20,1,False
TXN001396,CUST0213,MERCHANT006,26422.43,CARD,2026-08-20 01:42:53.848634,SUCCESS,,1,9,1,False
TXN001397,CUST1561,MERCHANT001,16779.79,UPI,2026-08-22 00:10:39.848634,SUCCESS,,1,15,3,False
TXN001398,CUST1481,MERCHANT001,49504.28,CARD,2026-08-19 10:03:59.848634,SUCCESS,,1,15,5,False
TXN001399,CUST1827,MERCHANT006,39948.4,WALLET,2026-08-22 23:05:06.848634,SUCCESS,,1,6,2,False
TXN001400,CUST0779,MERCHANT002,18276.06,NETBANKING,2026-08-21 23:26:34.848634,SUCCESS,,1,16,2,False
TXN001401,CUST1728,MERCHANT005,27196.31,CARD,2026-08-20 22:19:37.848634,SUCCESS,,1,0,0,False
TXN001402,CUST1752,MERCHANT010,33625.67,UPI,2026-08-21 12:26:13.848634,SUCCESS,,1,14,0,False
