transaction_id,customer_id,merchant_id,amount,payment_method,timestamp,status,failure_reason,attempt_number,previous_successes,previous_failures,recovery_eligible,is_high_value,is_first_attempt,customer_success_ratio,recovery_probability,amount_score,failure_reason_score,retry_score,customer_history_score,recovery_score,recovery_priority,ai_decision,expected_revenue
TXN003728,CUST0975,MERCHANT009,44259.54,CARD,2026-08-19 23:25:04.848634,FAILED,Bank Declined,3,6,3,False,1,0,0.6666666666666666,0.4487510865590786,40,10,0,10,60,HIGH,STOP_AUTOMATIC_RETRY,19861.516665605002
TXN000391,CUST0820,MERCHANT001,42872.98,CARD,2026-08-22 22:23:57.848634,FAILED,Bank Declined,1,5,0,True,1,1,1.0,0.4629197216898454,40,10,20,10,80,VERY HIGH,MANUAL_REVIEW,19846.74796961431
TXN000424,CUST0939,MERCHANT007,26149.65,NETBANKING,2026-08-19 18:30:51.848634,FAILED,Timeout,1,15,0,True,1,1,1.0,0.7576487912248785,30,25,20,15,90,VERY HIGH,SMART_RETRY,19812.250713453646
TXN008769,CUST1681,MERCHANT001,28461.38,CARD,2026-08-19 06:21:03.848634,FAILED,Network Error,1,7,3,True,1,1,0.7,0.6952877832533162,30,25,20,10,85,VERY HIGH,RETRY_WITH_DELAY,19788.84980853027
TXN000613,CUST2000,MERCHANT006,31897.49,CARD,2026-08-23 20:16:16.848634,FAILED,Insufficient Funds,1,7,0,True,1,1,1.0,0.6168928047619908,30,5,20,10,65,HIGH,DO_NOT_RETRY,19677.332070967557
TXN008006,CUST0322,MERCHANT001,21017.91,CARD,2026-08-21 15:32:18.848634,FAILED,Network Error,1,8,1,True,1,1,0.8888888888888888,0.9177476849237718,20,25,20,10,75,HIGH,ALTERNATE_ROUTE,19289.13824443619
TXN004546,CUST0489,MERCHANT008,27753.72,UPI,2026-08-19 22:40:50.848634,FAILED,Bank Declined,2,11,1,True,1,0,0.9166666666666666,0.6921158788150272,30,10,10,15,65,HIGH,RETRY_WITH_DELAY,19208.7903081862
TXN005309,CUST0834,MERCHANT007,46082.04,WALLET,2026-08-19 23:47:27.848634,FAILED,Bank Declined,2,0,2,True,1,0,0.0,0.41353927091427106,40,10,10,0,60,HIGH,MANUAL_REVIEW,19056.733223842275
TXN000799,CUST0041,MERCHANT007,43023.59,NETBANKING,2026-08-24 06:14:29.848634,FAILED,Timeout,3,18,5,False,1,0,0.782608695652174,0.435528009438986,40,25,0,10,75,HIGH,STOP_AUTOMATIC_RETRY,18737.97851161906
TXN003729,CUST1791,MERCHANT008,30295.17,WALLET,2026-08-20 02:01:47.848634,FAILED,Bank Declined,2,4,3,True,1,0,0.5714285714285714,0.6179084337611158,30,10,10,5,55,MEDIUM,RETRY_WITH_DELAY,18719.64104522674
TXN000560,CUST1495,MERCHANT004,29735.0,UPI,2026-08-23 07:55:27.848634,FAILED,Network Error,3,7,0,False,1,0,1.0,0.6272658730158731,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,18651.75073412699
TXN004435,CUST0388,MERCHANT010,41632.12,CARD,2026-08-18 20:43:39.848634,FAILED,Technical Error,2,3,0,True,1,0,1.0,0.44765404040404055,40,20,10,5,75,HIGH,MANUAL_REVIEW,18636.786728585867
TXN008658,CUST0049,MERCHANT006,24606.45,CARD,2026-08-24 17:18:08.848634,FAILED,Network Error,1,13,4,True,1,1,0.7647058823529411,0.7561995047919546,20,25,20,10,75,HIGH,ALTERNATE_ROUTE,18607.385304687992
TXN006235,CUST1925,MERCHANT009,45122.47,NETBANKING,2026-08-19 07:44:08.848634,FAILED,Bank Declined,1,14,5,True,1,1,0.7368421052631579,0.41066859774212716,40,10,20,10,80,VERY HIGH,MANUAL_REVIEW,18530.381481561202
TXN000146,CUST0408,MERCHANT007,49551.02,NETBANKING,2026-08-22 17:11:14.848634,FAILED,Timeout,2,4,4,True,1,0,0.5,0.37346214415185003,40,25,10,5,80,VERY HIGH,MANUAL_REVIEW,18505.430174111203
TXN002495,CUST0903,MERCHANT004,37189.76,NETBANKING,2026-08-22 14:04:45.848634,FAILED,Bank Declined,2,18,2,True,1,0,0.9,0.49734699754436584,30,10,10,15,65,HIGH,MANUAL_REVIEW,18496.215475395555
TXN003913,CUST0342,MERCHANT009,30982.8,CARD,2026-08-19 01:26:07.848634,FAILED,Technical Error,1,11,4,True,1,1,0.7333333333333333,0.5968046313826366,30,20,20,10,80,VERY HIGH,RETRY_WITH_DELAY,18490.678533201954
TXN006130,CUST1686,MERCHANT002,25271.27,NETBANKING,2026-08-20 17:05:09.848634,FAILED,Network Error,1,5,3,True,1,1,0.625,0.7289538464645201,30,25,20,10,85,VERY HIGH,RETRY_WITH_DELAY,18421.589471543433
TXN002951,CUST1746,MERCHANT002,24357.12,CARD,2026-08-24 01:30:38.848634,FAILED,Bank Declined,1,15,2,True,1,1,0.8823529411764706,0.7502290660225444,20,10,20,15,65,HIGH,RETRY_WITH_DELAY,18273.419388599035
TXN005104,CUST1859,MERCHANT005,25377.44,UPI,2026-08-23 15:05:17.848634,FAILED,Timeout,1,10,2,True,1,1,0.8333333333333334,0.717722827136131,30,25,20,15,90,VERY HIGH,RETRY_WITH_DELAY,18213.967982277536
TXN001659,CUST1466,MERCHANT009,43759.11,NETBANKING,2026-08-18 16:52:30.848634,FAILED,Network Error,2,18,2,True,1,0,0.9,0.4155541426272882,40,25,10,15,90,VERY HIGH,MANUAL_REVIEW,18184.27943818319
TXN005570,CUST0748,MERCHANT007,48756.5,UPI,2026-08-23 15:19:44.848634,FAILED,Network Error,1,2,2,True,1,1,0.5,0.37030809930809927,40,25,20,5,90,VERY HIGH,MANUAL_REVIEW,18054.926843915342
TXN000960,CUST0460,MERCHANT010,33168.9,NETBANKING,2026-08-23 11:31:57.848634,FAILED,Technical Error,2,17,0,True,1,0,1.0,0.5420553885116444,30,20,10,15,75,HIGH,RETRY_WITH_DELAY,17979.380976003882
TXN001060,CUST1935,MERCHANT006,39895.84,NETBANKING,2026-08-18 09:07:58.848634,FAILED,Timeout,3,10,1,False,1,0,0.9090909090909091,0.44949836990361386,30,25,0,15,70,HIGH,STOP_AUTOMATIC_RETRY,17933.115045935392
TXN009642,CUST0061,MERCHANT008,45710.81,WALLET,2026-08-20 15:38:17.848634,FAILED,Insufficient Funds,2,10,2,True,1,0,0.8333333333333334,0.39213687885753545,40,5,10,15,70,HIGH,DO_NOT_RETRY,17924.89436344982
TXN008316,CUST0658,MERCHANT005,21487.19,NETBANKING,2026-08-21 22:46:27.848634,FAILED,Network Error,1,17,0,True,1,1,1.0,0.8329357561118431,20,25,20,15,80,VERY HIGH,ALTERNATE_ROUTE,17897.448849368833
TXN006580,CUST0836,MERCHANT001,30937.62,WALLET,2026-08-23 19:38:51.848634,FAILED,Timeout,1,15,2,True,1,1,0.8823529411764706,0.5744104502582762,30,25,20,15,90,VERY HIGH,RETRY_WITH_DELAY,17770.89223411945
TXN009114,CUST0169,MERCHANT009,28464.72,CARD,2026-08-18 19:38:39.848634,FAILED,Bank Declined,3,6,5,False,1,0,0.5454545454545454,0.6224006029964294,30,10,0,10,50,MEDIUM,STOP_AUTOMATIC_RETRY,17716.458892124523
TXN008991,CUST1888,MERCHANT003,49634.18,UPI,2026-08-22 17:43:49.848634,FAILED,Bank Declined,2,11,3,True,1,0,0.7857142857142857,0.3535429725216877,40,10,10,10,70,HIGH,MANUAL_REVIEW,17547.8155358765
TXN001942,CUST0231,MERCHANT010,39759.93,CARD,2026-08-21 15:01:38.848634,FAILED,Network Error,2,13,5,True,1,0,0.7222222222222222,0.44028217815563947,30,25,10,10,75,HIGH,MANUAL_REVIEW,17505.588583715755
TXN008970,CUST1861,MERCHANT009,38636.52,CARD,2026-08-22 13:23:40.848634,FAILED,Network Error,3,5,4,False,1,0,0.5555555555555556,0.45190585537932587,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,17460.06961948043
TXN004355,CUST0955,MERCHANT009,35386.37,NETBANKING,2026-08-22 13:50:56.848634,FAILED,Network Error,3,5,1,False,1,0,0.8333333333333334,0.49318610101890137,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,17452.065849512222
TXN001981,CUST0099,MERCHANT008,29602.4,NETBANKING,2026-08-23 09:13:32.848634,FAILED,Technical Error,2,13,0,True,1,0,1.0,0.5891345447355374,30,20,10,15,75,HIGH,RETRY_WITH_DELAY,17439.796447079272
TXN000913,CUST0745,MERCHANT007,36568.96,NETBANKING,2026-08-24 09:28:58.848634,FAILED,Network Error,2,17,4,True,1,0,0.8095238095238095,0.47633347139191123,30,25,10,10,75,HIGH,MANUAL_REVIEW,17419.019661991944
TXN008611,CUST0581,MERCHANT002,18771.11,UPI,2026-08-24 17:45:50.848634,FAILED,Network Error,1,8,1,True,1,1,0.8888888888888888,0.9232758537758539,20,25,20,10,75,HIGH,ALTERNATE_ROUTE,17330.912611570468
TXN004658,CUST0879,MERCHANT009,21941.01,NETBANKING,2026-08-22 11:19:57.848634,FAILED,Technical Error,2,13,2,True,1,0,0.8666666666666667,0.7869518338183427,20,20,10,15,65,HIGH,FALLBACK_PROCESSOR,17266.518055326593
TXN007371,CUST1524,MERCHANT005,40103.42,NETBANKING,2026-08-18 18:09:35.848634,FAILED,Insufficient Funds,3,12,1,False,1,0,0.9230769230769231,0.42333214711910483,40,5,0,15,60,HIGH,DO_NOT_RETRY,16977.06689541925
TXN009022,CUST0508,MERCHANT009,27841.29,CARD,2026-08-20 12:06:53.848634,FAILED,Network Error,3,4,0,False,1,0,1.0,0.6074797979797979,30,25,0,5,60,HIGH,STOP_AUTOMATIC_RETRY,16913.021224696968
TXN000953,CUST1001,MERCHANT007,35856.03,NETBANKING,2026-08-24 13:10:47.848634,FAILED,Bank Declined,2,1,0,True,1,0,1.0,0.46535427959640485,30,10,10,0,50,MEDIUM,MANUAL_REVIEW,16685.757009837078
TXN006941,CUST1872,MERCHANT001,29273.04,WALLET,2026-08-21 16:30:55.848634,FAILED,Timeout,1,10,1,True,1,1,0.9090909090909091,0.5665739211898463,30,25,20,15,90,VERY HIGH,RETRY_WITH_DELAY,16585.34105794722
TXN006261,CUST1717,MERCHANT007,47292.53,UPI,2026-08-19 12:22:44.848634,FAILED,Network Error,3,1,0,False,1,0,1.0,0.34573773448773454,40,25,0,0,65,HIGH,STOP_AUTOMATIC_RETRY,16350.812180393219
TXN009493,CUST0966,MERCHANT009,35363.33,NETBANKING,2026-08-22 19:46:23.848634,FAILED,Insufficient Funds,2,20,5,True,1,0,0.8,0.46170008821969616,30,5,10,10,55,MEDIUM,DO_NOT_RETRY,16327.252580742228
TXN000167,CUST0595,MERCHANT006,28542.08,NETBANKING,2026-08-21 13:14:54.848634,FAILED,Timeout,2,7,1,True,1,0,0.875,0.5692300426800798,30,25,10,10,75,HIGH,RETRY_WITH_DELAY,16247.009416578254
TXN000151,CUST1237,MERCHANT003,23868.36,NETBANKING,2026-08-20 21:12:17.848634,FAILED,Technical Error,2,5,5,True,1,0,0.5,0.674018677153499,20,20,10,10,60,HIGH,RETRY_WITH_DELAY,16087.720433023489
TXN003129,CUST1051,MERCHANT001,41354.52,CARD,2026-08-22 01:40:38.848634,FAILED,Bank Declined,2,4,0,True,1,0,1.0,0.38840709955479774,40,10,10,5,65,HIGH,MANUAL_REVIEW,16062.389166680872
TXN004519,CUST1933,MERCHANT003,39497.29,CARD,2026-08-19 02:41:21.848634,FAILED,Network Error,2,5,2,True,1,0,0.7142857142857143,0.4040980902863252,30,25,10,10,75,HIGH,MANUAL_REVIEW,15960.77946048517
TXN002853,CUST1758,MERCHANT010,34096.86,NETBANKING,2026-08-20 02:33:03.848634,FAILED,Bank Declined,2,9,2,True,1,0,0.8181818181818182,0.4652459646500958,30,10,10,10,60,HIGH,MANUAL_REVIEW,15863.426522239266
TXN004864,CUST1177,MERCHANT006,42945.14,WALLET,2026-08-24 06:40:05.848634,FAILED,Technical Error,3,3,5,False,1,0,0.375,0.36928696031637204,40,20,0,5,65,HIGH,STOP_AUTOMATIC_RETRY,15859.080210961041
TXN002691,CUST1446,MERCHANT006,48099.73,WALLET,2026-08-23 08:43:23.848634,FAILED,Technical Error,2,17,1,True,1,0,0.9444444444444444,0.328635525067804,40,20,10,15,85,VERY HIGH,MANUAL_REVIEW,15807.280024169606
TXN003822,CUST0904,MERCHANT005,48243.92,NETBANKING,2026-08-23 08:01:03.848634,FAILED,Bank Declined,2,19,0,True,1,0,1.0,0.3275217209690894,40,10,10,15,75,HIGH,MANUAL_REVIEW,15800.93170469507
TXN002878,CUST1665,MERCHANT008,44997.98,WALLET,2026-08-23 09:08:13.848634,FAILED,Insufficient Funds,2,7,1,True,1,0,0.875,0.34985350457416103,40,5,10,10,65,HIGH,DO_NOT_RETRY,15742.701001758009
TXN003911,CUST1973,MERCHANT003,29409.19,UPI,2026-08-22 21:13:32.848634,FAILED,Insufficient Funds,1,6,3,True,1,1,0.6666666666666666,0.5318623216285666,30,5,20,10,65,HIGH,DO_NOT_RETRY,15641.640070615624
TXN004006,CUST0455,MERCHANT003,47142.33,UPI,2026-08-23 12:32:39.848634,FAILED,Bank Declined,3,16,1,False,1,0,0.9411764705882353,0.32995082477435395,40,10,0,15,65,HIGH,STOP_AUTOMATIC_RETRY,15554.65066528477
TXN007997,CUST0961,MERCHANT002,18692.63,CARD,2026-08-20 13:24:25.848634,FAILED,Network Error,1,14,4,True,1,1,0.7777777777777778,0.8090368135196143,20,25,20,10,75,HIGH,ALTERNATE_ROUTE,15123.02581150115
TXN000061,CUST0048,MERCHANT010,26302.32,CARD,2026-08-19 01:57:31.848634,FAILED,Timeout,3,6,1,False,1,0,0.8571428571428571,0.5735651675518182,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,15086.094577801538
TXN007837,CUST0968,MERCHANT002,32979.89,WALLET,2026-08-18 13:00:55.848634,FAILED,Technical Error,1,19,4,True,1,1,0.8260869565217391,0.45446673635637824,30,20,20,10,80,VERY HIGH,MANUAL_REVIEW,14988.262973692355
TXN003203,CUST0685,MERCHANT010,44906.31,CARD,2026-08-20 11:43:40.848634,FAILED,Insufficient Funds,1,2,1,True,1,1,0.6666666666666666,0.3322540814305521,40,5,20,5,70,HIGH,DO_NOT_RETRY,14920.304779485614
TXN008289,CUST1534,MERCHANT007,49436.52,CARD,2026-08-22 21:18:41.848634,FAILED,Bank Declined,3,4,3,False,1,0,0.5714285714285714,0.30076319143819136,40,10,0,5,55,MEDIUM,STOP_AUTOMATIC_RETRY,14868.685528797974
TXN004338,CUST1710,MERCHANT004,48819.13,WALLET,2026-08-21 11:20:38.848634,FAILED,Timeout,3,17,1,False,1,0,0.9444444444444444,0.30391253030383475,40,25,0,15,80,VERY HIGH,STOP_AUTOMATIC_RETRY,14836.745325531847
TXN001695,CUST1366,MERCHANT008,34015.24,NETBANKING,2026-08-19 14:09:02.848634,FAILED,Insufficient Funds,2,20,4,True,1,0,0.8333333333333334,0.4349095369732626,30,5,10,10,55,MEDIUM,DO_NOT_RETRY,14793.552278434401
TXN002026,CUST0013,MERCHANT006,31304.31,WALLET,2026-08-19 15:17:44.848634,FAILED,Bank Declined,3,17,1,False,1,0,0.9444444444444444,0.4716028914642388,30,10,0,15,55,MEDIUM,STOP_AUTOMATIC_RETRY,14763.203111292885
TXN002734,CUST1117,MERCHANT002,44896.13,NETBANKING,2026-08-21 12:40:44.848634,FAILED,Insufficient Funds,3,19,5,False,1,0,0.7916666666666666,0.32787912641493205,40,5,0,10,55,MEDIUM,DO_NOT_RETRY,14720.503883811223
TXN007201,CUST1204,MERCHANT002,45555.36,NETBANKING,2026-08-23 12:45:52.848634,FAILED,Insufficient Funds,3,4,3,False,1,0,0.5714285714285714,0.3225641605126899,40,5,0,5,50,MEDIUM,DO_NOT_RETRY,14694.526455253372
TXN000485,CUST1016,MERCHANT009,33252.92,NETBANKING,2026-08-18 14:38:07.848634,FAILED,Network Error,2,16,5,True,1,0,0.7619047619047619,0.4383756905706528,30,25,10,10,75,HIGH,MANUAL_REVIEW,14577.271768490671
TXN004734,CUST0940,MERCHANT002,26254.15,CARD,2026-08-20 14:20:41.848634,FAILED,Bank Declined,3,19,1,False,1,0,0.95,0.5517490506569455,30,10,0,15,55,MEDIUM,STOP_AUTOMATIC_RETRY,14485.702338305045
TXN001555,CUST1606,MERCHANT009,27535.87,NETBANKING,2026-08-18 15:04:53.848634,FAILED,Bank Declined,3,14,1,False,1,0,0.9333333333333333,0.5225451663433557,30,10,0,15,55,MEDIUM,STOP_AUTOMATIC_RETRY,14388.735769559016
TXN009134,CUST1729,MERCHANT002,39750.77,WALLET,2026-08-21 19:52:28.848634,FAILED,Bank Declined,3,19,0,False,1,0,1.0,0.36103631250942475,30,10,0,15,55,MEDIUM,STOP_AUTOMATIC_RETRY,14351.471420210264
TXN004760,CUST0139,MERCHANT006,40991.38,WALLET,2026-08-23 23:44:38.848634,FAILED,Network Error,2,3,4,True,1,0,0.42857142857142855,0.3487592104076784,40,25,10,5,80,VERY HIGH,MANUAL_REVIEW,14296.121322321098
TXN008473,CUST0458,MERCHANT007,38621.84,WALLET,2026-08-22 03:14:24.848634,FAILED,Network Error,3,8,5,False,1,0,0.6153846153846154,0.36882917854498404,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,14244.861521095805
TXN007844,CUST1179,MERCHANT007,30752.8,NETBANKING,2026-08-19 18:24:44.848634,FAILED,Network Error,2,9,3,True,1,0,0.75,0.4603053195639009,30,25,10,10,75,HIGH,MANUAL_REVIEW,14155.677431484732
TXN000666,CUST0343,MERCHANT002,19099.49,UPI,2026-08-24 10:36:33.848634,FAILED,Technical Error,1,20,4,True,1,1,0.8333333333333334,0.7375806878306879,20,20,20,10,70,HIGH,RETRY_WITH_DELAY,14087.414971415346
TXN003932,CUST0267,MERCHANT001,17468.83,UPI,2026-08-20 03:39:22.848634,FAILED,Network Error,1,11,4,True,1,1,0.7333333333333333,0.8060486268422702,20,25,20,10,75,HIGH,ALTERNATE_ROUTE,14080.726434041057
TXN006521,CUST0781,MERCHANT006,44292.36,WALLET,2026-08-23 20:06:33.848634,FAILED,Bank Declined,3,8,5,False,1,0,0.6153846153846154,0.31578555078757914,40,10,0,10,60,HIGH,STOP_AUTOMATIC_RETRY,13986.88729828174
TXN000558,CUST1210,MERCHANT001,21889.25,CARD,2026-08-20 08:52:49.848634,FAILED,Network Error,2,7,2,True,1,0,0.7777777777777778,0.6378192001637657,20,25,10,10,65,HIGH,RETRY_WITH_DELAY,13961.383927184708
TXN009931,CUST1659,MERCHANT008,39394.54,NETBANKING,2026-08-18 06:55:57.848634,FAILED,Network Error,1,1,1,True,1,1,0.5,0.35411018223115015,30,25,20,0,75,HIGH,MANUAL_REVIEW,13950.007738312333
TXN008338,CUST0474,MERCHANT008,25769.27,NETBANKING,2026-08-20 12:28:12.848634,FAILED,Technical Error,1,1,5,True,1,1,0.16666666666666666,0.5396714285714285,30,20,20,0,70,HIGH,RETRY_WITH_DELAY,13906.938754142855
TXN003937,CUST0153,MERCHANT006,21001.03,CARD,2026-08-24 02:53:22.848634,FAILED,Timeout,3,18,3,False,1,0,0.8571428571428571,0.6584412397935812,20,25,0,10,55,MEDIUM,STOP_AUTOMATIC_RETRY,13827.944230142191
TXN003411,CUST1683,MERCHANT008,24570.9,UPI,2026-08-20 13:46:02.848634,FAILED,Technical Error,1,9,5,True,1,1,0.6428571428571429,0.5593255882088591,20,20,20,10,70,HIGH,RETRY_WITH_DELAY,13743.133095321058
TXN009883,CUST1515,MERCHANT009,23301.39,WALLET,2026-08-22 07:54:22.848634,FAILED,Technical Error,3,6,1,False,1,0,0.8571428571428571,0.5887768387568689,20,20,0,10,50,MEDIUM,STOP_AUTOMATIC_RETRY,13719.318742840918
TXN002918,CUST1275,MERCHANT007,20374.56,CARD,2026-08-24 07:18:44.848634,FAILED,Technical Error,2,10,5,True,1,0,0.6666666666666666,0.6725991543803145,20,20,10,10,60,HIGH,RETRY_WITH_DELAY,13703.91182687098
TXN001485,CUST0659,MERCHANT007,19399.51,WALLET,2026-08-19 00:20:33.848634,FAILED,Bank Declined,2,16,2,True,1,0,0.8888888888888888,0.705964894943295,20,10,10,15,55,MEDIUM,RETRY_WITH_DELAY,13695.373039101398
TXN006199,CUST1435,MERCHANT001,27062.55,NETBANKING,2026-08-20 08:42:15.848634,FAILED,Timeout,2,10,0,True,1,0,1.0,0.4977490180228377,30,25,10,15,80,VERY HIGH,MANUAL_REVIEW,13470.357687693946
TXN002270,CUST1615,MERCHANT008,39627.94,CARD,2026-08-23 19:33:30.848634,FAILED,Bank Declined,2,8,3,True,1,0,0.7272727272727273,0.3393766482741813,30,10,10,10,60,HIGH,MANUAL_REVIEW,13448.79745521036
TXN004540,CUST0580,MERCHANT009,20847.02,UPI,2026-08-24 15:04:43.848634,FAILED,Network Error,3,20,3,False,1,0,0.8695652173913043,0.6437071909571911,20,25,0,10,55,MEDIUM,STOP_AUTOMATIC_RETRY,13419.376684028382
TXN005835,CUST0129,MERCHANT005,18746.35,WALLET,2026-08-21 05:25:27.848634,FAILED,Network Error,1,6,0,True,1,1,1.0,0.7152592592592593,20,25,20,10,75,HIGH,RETRY_WITH_DELAY,13408.500414814815
TXN004840,CUST1636,MERCHANT009,21071.77,WALLET,2026-08-23 02:18:10.848634,FAILED,Timeout,1,17,3,True,1,1,0.85,0.6269540090959526,20,25,20,10,75,HIGH,RETRY_WITH_DELAY,13211.03068024782
TXN009126,CUST1033,MERCHANT008,29328.12,WALLET,2026-08-22 14:43:32.848634,FAILED,Network Error,1,7,3,True,1,1,0.7,0.4473465516249404,30,25,20,10,85,VERY HIGH,MANUAL_REVIEW,13119.833347642447
TXN007903,CUST0278,MERCHANT010,28989.55,WALLET,2026-08-24 02:36:19.848634,FAILED,Timeout,3,17,5,False,1,0,0.7727272727272727,0.4517419185833904,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,13095.794935869126
TXN000827,CUST0960,MERCHANT001,44673.46,CARD,2026-08-24 10:31:53.848634,FAILED,Timeout,1,2,5,True,1,1,0.2857142857142857,0.29297493665235586,40,25,20,5,90,VERY HIGH,MANUAL_REVIEW,13088.204113541553
TXN005152,CUST1556,MERCHANT002,18004.6,UPI,2026-08-18 07:34:57.848634,FAILED,Timeout,2,6,1,True,1,0,0.8571428571428571,0.7235340699539385,20,25,10,10,65,HIGH,RETRY_WITH_DELAY,13026.94151589268
TXN004252,CUST1209,MERCHANT008,24505.97,CARD,2026-08-21 13:54:56.848634,FAILED,Technical Error,1,17,5,True,1,1,0.7727272727272727,0.5294294924606708,20,20,20,10,70,HIGH,RETRY_WITH_DELAY,12974.183259356427
TXN008905,CUST1574,MERCHANT009,28573.05,CARD,2026-08-24 10:08:34.848634,FAILED,Technical Error,3,1,3,False,1,0,0.25,0.4527166461077752,30,20,0,0,50,MEDIUM,STOP_AUTOMATIC_RETRY,12935.495365069764
TXN008872,CUST0618,MERCHANT002,36512.36,WALLET,2026-08-24 07:50:34.848634,FAILED,Bank Declined,2,13,5,True,1,0,0.7222222222222222,0.35119287593834436,30,10,10,10,60,HIGH,MANUAL_REVIEW,12822.880715696167
TXN005852,CUST0547,MERCHANT003,33306.58,CARD,2026-08-18 12:10:28.848634,FAILED,Technical Error,3,20,0,False,1,0,1.0,0.3844579944908893,30,20,0,15,65,HIGH,STOP_AUTOMATIC_RETRY,12804.980950150364
TXN007825,CUST0441,MERCHANT007,28765.41,NETBANKING,2026-08-24 22:28:40.848634,FAILED,Insufficient Funds,3,12,3,False,1,0,0.8,0.4440790579779305,30,5,0,10,45,MEDIUM,DO_NOT_RETRY,12774.116175148942
TXN006243,CUST1552,MERCHANT003,35238.24,WALLET,2026-08-19 10:09:51.848634,FAILED,Technical Error,2,2,2,True,1,0,0.5,0.36156647066383923,30,20,10,5,65,HIGH,MANUAL_REVIEW,12740.966069205326
TXN007161,CUST0693,MERCHANT006,19773.94,CARD,2026-08-24 12:54:57.848634,FAILED,Network Error,3,14,0,False,1,0,1.0,0.6402912550412548,20,25,0,15,60,HIGH,STOP_AUTOMATIC_RETRY,12661.08085971047
TXN003227,CUST1893,MERCHANT006,15474.35,WALLET,2026-08-18 03:15:56.848634,FAILED,Network Error,2,14,3,True,1,0,0.8235294117647058,0.8093381739554376,20,25,10,10,65,HIGH,ALTERNATE_ROUTE,12523.982172147325
TXN005731,CUST1260,MERCHANT004,25650.08,WALLET,2026-08-24 20:02:12.848634,FAILED,Technical Error,3,11,1,False,1,0,0.9166666666666666,0.4791711000987316,30,20,0,15,65,HIGH,STOP_AUTOMATIC_RETRY,12290.777051220473
TXN002635,CUST0701,MERCHANT006,17767.18,UPI,2026-08-21 07:47:28.848634,FAILED,Timeout,2,5,4,True,1,0,0.5555555555555556,0.6773244913950708,20,25,10,10,65,HIGH,RETRY_WITH_DELAY,12034.146157024674
TXN001896,CUST0327,MERCHANT005,24235.05,UPI,2026-08-18 12:56:57.848634,FAILED,Insufficient Funds,1,1,0,True,1,1,1.0,0.4945510426392782,20,5,20,0,45,MEDIUM,DO_NOT_RETRY,11985.46924591504
TXN006204,CUST0302,MERCHANT006,16325.1,CARD,2026-08-24 10:51:54.848634,FAILED,Technical Error,3,13,1,False,1,0,0.9285714285714286,0.7328049789484037,20,20,0,15,55,MEDIUM,STOP_AUTOMATIC_RETRY,11963.114561830585
TXN006780,CUST0270,MERCHANT006,15852.26,CARD,2026-08-23 05:03:41.848634,FAILED,Technical Error,1,13,0,True,1,1,1.0,0.7545778812974466,20,20,20,15,75,HIGH,FALLBACK_PROCESSOR,11961.76476457626
TXN008794,CUST0959,MERCHANT006,26165.61,WALLET,2026-08-22 09:10:44.848634,FAILED,Bank Declined,2,17,4,True,1,0,0.8095238095238095,0.45425229664244987,30,10,10,10,60,HIGH,MANUAL_REVIEW,11885.788435550652
TXN000018,CUST1646,MERCHANT003,17511.95,CARD,2026-08-23 13:13:04.848634,FAILED,Timeout,1,12,3,True,1,1,0.8,0.6780033465953588,20,25,20,10,75,HIGH,RETRY_WITH_DELAY,11873.160705410593
TXN004574,CUST1144,MERCHANT007,16896.22,CARD,2026-08-24 20:51:57.848634,FAILED,Network Error,2,17,4,True,1,0,0.8095238095238095,0.701681426492424,20,25,10,10,65,HIGH,RETRY_WITH_DELAY,11855.763751929826
TXN002097,CUST1483,MERCHANT003,22890.94,CARD,2026-08-19 14:41:30.848634,FAILED,Bank Declined,2,17,4,True,1,0,0.8095238095238095,0.515328882243865,20,10,10,10,50,MEDIUM,RETRY_WITH_DELAY,11796.362523711377
TXN006495,CUST0953,MERCHANT009,47146.63,NETBANKING,2026-08-21 17:50:16.848634,FAILED,Bank Declined,3,8,5,False,1,0,0.6153846153846154,0.24599140462872715,40,10,0,10,60,HIGH,STOP_AUTOMATIC_RETRY,11597.665737210886
TXN005092,CUST0950,MERCHANT005,16550.81,CARD,2026-08-21 02:50:10.848634,FAILED,Technical Error,1,9,5,True,1,1,0.6428571428571429,0.6977451974028014,20,20,20,10,70,HIGH,RETRY_WITH_DELAY,11548.24819062626
TXN003145,CUST1155,MERCHANT004,24830.55,WALLET,2026-08-23 18:51:44.848634,FAILED,Bank Declined,3,7,5,False,1,0,0.5833333333333334,0.4643795658588544,20,10,0,10,40,MEDIUM,STOP_AUTOMATIC_RETRY,11530.800029036578
TXN005411,CUST1654,MERCHANT002,17147.32,CARD,2026-08-21 11:05:38.848634,FAILED,Bank Declined,1,11,2,True,1,1,0.8461538461538461,0.6564168901265454,20,10,20,15,65,HIGH,RETRY_WITH_DELAY,11255.790468404713
TXN006182,CUST0968,MERCHANT004,12964.54,NETBANKING,2026-08-22 11:39:52.848634,FAILED,Network Error,1,17,3,True,1,1,0.85,0.859408589579881,20,25,20,10,75,HIGH,ALTERNATE_ROUTE,11141.83703595195
